;notas_gerais;sexo;cor;renda;colegio_do_ensino_medio;familiar_ensino_superior
6113;54.3;M;parda;entre 6 e 3 salarios;todo em escola privada;A
6114;58.4;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6115;56.2;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6116;58.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6117;50.0;M;amarela;entre 4.5 e 6 salarios;todo em escola privada;A
6118;63.2;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6119;44.5;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6120;44.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6121;38.9;M;branca;entre 4.5 e 6 salarios;maior parte em escola privada;A
6122;34.3;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6123;35.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6124;36.7;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6125;43.9;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6126;45.2;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
6127;49.4;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6128;38.5;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6129;40.5;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6130;22.8;M;branca;entre 10 e 30 salarios;maior parte em escola privada;A
6131;39.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6132;10.2;M;branca;menor que 1.5 salarios;todo em escola publica;A
6133;40.7;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6134;25.4;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6135;54.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
6136;30.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6137;50.4;M;preta;entre 1.5 e 3 salarios;todo em escola publica;A
6138;26.9;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6139;58.6;M;branca;maior que 30 salarios;todo em escola privada;A
6140;58.1;M;branca;entre 6 e 3 salarios;maior parte em escola privada;A
6141;41.9;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
6142;26.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
6143;59.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6144;26.9;M;amarela;entre 3 e 4.5 salarios;todo em escola publica;A
6145;21.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6146;51.9;M;amarela;entre 4.5 e 6 salarios;todo em escola privada;A
6147;47.7;M;branca;maior que 30 salarios;todo em escola privada;A
6148;50.1;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6149;34.6;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6150;50.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6151;39.6;M;amarela;entre 1.5 e 3 salarios;todo no exterior;A
6152;41.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6153;24.3;M;branca;maior que 30 salarios;todo em escola privada;A
6155;14.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
6156;25.4;M;preta;entre 3 e 4.5 salarios;todo em escola privada;B
6157;31.7;M;branca;maior que 30 salarios;todo em escola privada;B
6158;62.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
6159;47.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;B
6160;36.3;F;branca;entre 10 e 30 salarios;todo em escola privada;B
6161;23.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6162;45.0;F;preta;entre 1.5 e 3 salarios;todo em escola publica;B
6163;37.7;F;branca;entre 3 e 4.5 salarios;todo em escola privada;B
6164;32.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;B
6165;19.8;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
6166;41.7;F;branca;entre 6 e 3 salarios;todo em escola publica;B
6167;24.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6168;30.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6169;30.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6170;33.0;F;amarela;entre 3 e 4.5 salarios;todo em escola publica;B
6171;53.8;F;branca;entre 4.5 e 6 salarios;todo em escola privada;B
6172;16.5;F;branca;entre 3 e 4.5 salarios;maior parte em escola privada;B
6173;45.6;F;branca;entre 4.5 e 6 salarios;todo em escola publica;B
6174;23.6;F;branca;entre 4.5 e 6 salarios;todo em escola publica;B
6175;23.8;F;branca;entre 6 e 3 salarios;todo em escola publica;B
6176;35.6;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6177;17.4;F;parda;entre 3 e 4.5 salarios;todo em escola publica;B
6178;10.5;F;branca;menor que 1.5 salarios;todo em escola publica;B
6179;37.5;F;parda;entre 1.5 e 3 salarios;todo em escola privada;B
6180;20.9;F;parda;entre 6 e 3 salarios;todo em escola privada;B
6181;34.0;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6182;25.5;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
6183;29.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;B
6184;30.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
6185;47.8;F;preta;entre 1.5 e 3 salarios;todo em escola privada;B
6186;34.0;F;branca;menor que 1.5 salarios;todo em escola publica;B
6187;30.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
6188;22.2;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
6189;27.3;F;parda;menor que 1.5 salarios;todo em escola publica;B
6190;27.4;F;branca;menor que 1.5 salarios;todo em escola publica;B
6191;18.4;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
6192;20.6;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
6193;30.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
6194;11.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;B
6195;41.4;F;branca;entre 3 e 4.5 salarios;todo no exterior;B
6390;1.9;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6391;8.1;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6392;13.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6393;29.8;M;parda;menor que 1.5 salarios;todo em escola privada;A
6394;32.0;M;branca;menor que 1.5 salarios;maior parte em escola publica;A
6395;40.9;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6396;41.6;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6397;18.5;M;branca;maior que 30 salarios;todo em escola privada;A
6398;42.7;M;parda;entre 1.5 e 3 salarios;todo em escola privada;A
6399;27.8;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6400;24.0;M;branca;menor que 1.5 salarios;todo em escola publica;A
6401;25.0;M;parda;entre 6 e 3 salarios;todo em escola privada;A
6402;28.7;M;branca;menor que 1.5 salarios;todo em escola publica;A
6403;26.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6404;35.0;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6405;38.6;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6406;33.9;M;parda;entre 4.5 e 6 salarios;todo em escola privada;A
6407;45.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6408;42.8;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6409;22.3;M;branca;menor que 1.5 salarios;todo em escola publica;A
6410;41.0;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6411;35.1;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6412;34.0;M;parda;menor que 1.5 salarios;todo em escola publica;A
6413;29.4;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
6414;25.0;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6415;44.1;M;parda;menor que 1.5 salarios;todo em escola publica;A
6416;58.6;M;nsr;entre 6 e 3 salarios;todo em escola privada;A
6417;47.7;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6418;44.9;M;parda;entre 10 e 30 salarios;todo em escola publica;A
6419;52.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
6420;27.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
6421;29.5;M;preta;menor que 1.5 salarios;todo em escola publica;A
6422;42.0;M;branca;menor que 1.5 salarios;todo em escola privada;A
6423;64.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6424;30.0;M;preta;entre 3 e 4.5 salarios;maior parte em escola privada;A
6425;36.9;M;parda;menor que 1.5 salarios;todo em escola publica;A
6426;42.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6427;42.7;M;amarela;entre 6 e 3 salarios;todo em escola privada;A
6428;27.2;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6429;41.8;M;nsr;entre 10 e 30 salarios;todo em escola privada;A
6430;42.3;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6431;25.8;M;parda;entre 6 e 3 salarios;todo em escola privada;A
6432;28.4;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6433;27.9;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6434;50.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6435;23.5;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
6436;37.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
6437;61.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
6438;59.9;M;parda;maior que 30 salarios;parte no brasil e parte no exterior;A
6439;65.5;M;branca;maior que 30 salarios;todo em escola privada;A
6440;71.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6441;68.4;M;branca;maior que 30 salarios;parte no brasil e parte no exterior;A
6442;68.1;M;branca;maior que 30 salarios;todo em escola privada;A
6443;68.8;M;branca;maior que 30 salarios;todo em escola privada;A
6444;60.6;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6445;78.5;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6446;58.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6447;54.1;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6448;66.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6449;83.9;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6450;75.2;M;parda;entre 4.5 e 6 salarios;todo em escola privada;A
6451;67.1;M;branca;maior que 30 salarios;todo em escola privada;A
6452;60.7;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6453;69.1;M;branca;maior que 30 salarios;todo em escola privada;A
6454;52.3;M;branca;maior que 30 salarios;todo em escola privada;A
6455;61.6;M;branca;maior que 30 salarios;todo em escola privada;A
6456;52.8;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6457;66.3;M;branca;maior que 30 salarios;todo em escola privada;A
6458;55.9;M;branca;maior que 30 salarios;todo em escola publica;A
6459;59.6;M;branca;maior que 30 salarios;todo em escola privada;A
6460;27.8;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6461;63.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
6462;30.4;M;branca;entre 10 e 30 salarios;maior parte em escola publica;A
6463;28.8;M;branca;menor que 1.5 salarios;todo em escola publica;A
6464;57.1;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
6465;42.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6466;40.0;M;preta;entre 4.5 e 6 salarios;todo em escola publica;A
6467;44.1;M;parda;menor que 1.5 salarios;todo em escola publica;A
6468;38.2;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
6469;41.9;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
6470;35.3;M;branca;menor que 1.5 salarios;todo em escola publica;A
6471;68.9;M;preta;entre 10 e 30 salarios;todo em escola publica;A
6472;44.5;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6473;48.2;M;parda;entre 4.5 e 6 salarios;todo em escola privada;A
6474;54.7;M;preta;entre 10 e 30 salarios;todo em escola privada;A
6475;32.1;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6476;70.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6477;61.8;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6478;49.9;M;parda;entre 4.5 e 6 salarios;todo em escola privada;A
6479;50.5;M;preta;entre 3 e 4.5 salarios;todo em escola publica;A
6480;30.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
6481;41.7;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6482;43.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6483;41.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
6484;39.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6485;47.6;M;branca;entre 10 e 30 salarios;maior parte em escola publica;A
6486;40.5;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
6487;48.6;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6488;51.1;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6489;37.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6490;45.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6491;45.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6492;40.4;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6493;38.4;M;parda;entre 3 e 4.5 salarios;todo em escola privada;A
6494;38.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
6495;69.0;M;branca;maior que 30 salarios;todo em escola privada;A
6496;50.6;M;parda;entre 1.5 e 3 salarios;todo em escola privada;A
6497;33.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6498;47.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6499;42.1;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
6500;45.7;M;branca;menor que 1.5 salarios;todo em escola publica;A
6501;23.2;M;nsr;entre 10 e 30 salarios;todo em escola privada;A
6502;37.3;M;branca;menor que 1.5 salarios;todo em escola publica;A
6503;59.5;M;branca;menor que 1.5 salarios;todo em escola publica;A
6504;49.5;M;branca;menor que 1.5 salarios;todo em escola publica;A
6505;55.8;M;branca;menor que 1.5 salarios;todo em escola publica;A
6506;55.6;M;branca;menor que 1.5 salarios;todo em escola publica;A
6507;42.9;M;branca;menor que 1.5 salarios;todo em escola publica;A
6508;56.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
6509;34.2;M;branca;menor que 1.5 salarios;todo em escola publica;A
6510;38.0;M;branca;menor que 1.5 salarios;todo em escola publica;A
6511;42.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6512;39.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6513;38.3;M;preta;entre 3 e 4.5 salarios;todo em escola publica;A
6514;41.6;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6515;56.7;M;branca;menor que 1.5 salarios;todo em escola publica;A
6516;34.9;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6517;66.0;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6518;61.2;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6519;53.8;M;branca;maior que 30 salarios;todo em escola privada;A
6520;40.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6521;38.2;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6522;60.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6523;39.0;M;branca;menor que 1.5 salarios;maior parte em escola privada;A
6524;54.7;M;branca;entre 10 e 30 salarios;maior parte em escola privada;A
6525;56.2;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
6526;43.6;M;parda;entre 4.5 e 6 salarios;maior parte em escola privada;A
6527;67.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6528;55.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6529;51.9;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6530;48.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6531;51.0;M;amarela;entre 3 e 4.5 salarios;todo em escola privada;A
6532;40.1;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6533;57.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6534;49.3;M;branca;entre 1.5 e 3 salarios;parte no brasil e parte no exterior;A
6535;13.9;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6536;36.0;M;branca;entre 1.5 e 3 salarios;maior parte em escola publica;A
6537;43.8;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6538;46.5;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6539;62.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6540;42.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6541;47.6;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6542;49.6;M;nsr;entre 10 e 30 salarios;todo em escola privada;A
6543;56.7;M;branca;entre 6 e 3 salarios;todo em escola publica;A
6544;43.9;M;branca;entre 10 e 30 salarios;maior parte em escola privada;A
6545;62.0;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6546;63.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6547;54.1;M;parda;entre 6 e 3 salarios;maior parte em escola publica;A
6548;33.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6549;42.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
6550;38.0;M;branca;entre 4.5 e 6 salarios;maior parte em escola privada;A
6551;69.6;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6552;25.4;M;parda;entre 3 e 4.5 salarios;todo em escola privada;A
6553;32.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
6554;63.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
6555;57.3;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6556;39.1;M;parda;entre 1.5 e 3 salarios;todo em escola privada;A
6557;45.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6558;41.4;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6559;46.2;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
6560;21.2;M;branca;entre 3 e 4.5 salarios;maior parte em escola publica;A
6582;42.8;M;branca;menor que 1.5 salarios;todo em escola publica;A
6583;28.7;M;parda;entre 10 e 30 salarios;maior parte em escola privada;A
6584;51.0;M;branca;maior que 30 salarios;todo em escola privada;A
6585;13.0;M;branca;entre 6 e 3 salarios;todo em escola privada;A
6586;36.2;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
6587;26.0;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
6588;39.9;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
6589;39.5;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6590;20.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
6591;43.3;M;parda;entre 6 e 3 salarios;todo em escola privada;A
6592;45.9;M;parda;entre 10 e 30 salarios;todo em escola privada;A
6593;25.2;M;parda;menor que 1.5 salarios;todo em escola publica;A
6594;28.4;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
6595;39.8;M;branca;maior que 30 salarios;todo em escola privada;A
6596;30.6;M;branca;maior que 30 salarios;todo em escola privada;A
6597;53.9;M;branca;maior que 30 salarios;todo em escola privada;A
6598;57.5;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6599;34.3;M;nsr;entre 4.5 e 6 salarios;todo em escola publica;A
6600;27.9;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6601;49.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6602;37.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6603;45.7;M;preta;entre 3 e 4.5 salarios;todo em escola publica;A
6604;34.1;M;branca;maior que 30 salarios;todo em escola privada;A
6605;13.2;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
6606;43.5;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6607;47.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6608;54.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
6609;46.4;M;branca;entre 10 e 30 salarios;todo em escola publica;A
6610;33.5;M;amarela;entre 10 e 30 salarios;todo em escola privada;A
6611;41.8;M;branca;maior que 30 salarios;todo em escola privada;A
